Accuracy,Precision,Recall,F1
0.8657757980697847,0.8252536640360767,0.9115815691158157,0.8662721893491125
0.883147735708983,0.861185582365207,0.9000622665006227,0.8801948546201858
0.8709725315515962,0.842443729903537,0.8972602739726028,0.8689883913764511
0.8751299183370452,0.8290313627532612,0.9299501867995019,0.876595744680851
0.8782479584261321,0.8448673587081892,0.9122042341220423,0.877245508982036
0.8752783964365256,0.8427745664739884,0.9078455790784558,0.8741007194244604
0.8800296956198961,0.8622664255575648,0.8907222914072229,0.8762633996937212
