Accuracy,Precision,Recall,F1
0.8734966592427617,0.8390804597701149,0.9090909090909091,0.8726838015540943
0.8758723088344469,0.8369256948383438,0.9187422166874222,0.8759275749480558
0.8709725315515962,0.8297213622291022,0.9178082191780822,0.8715447154471546
0.8841870824053452,0.8723208818126148,0.886986301369863,0.879592466810744
0.8782479584261321,0.85052754982415,0.9034869240348692,0.8762077294685989
0.873645137342242,0.8347037142047066,0.9165628891656289,0.8737201365187713
0.8733481811432814,0.8330979949166902,0.9184308841843088,0.873685769287724
